sample_index;real;imag;amplitude;phase_rad
18422;0,0753206909;-0,4518505335;0,4580852687;-1,4056212902
18423;-0,7443789244;0,7381767631;1,0483343601;2,3603777885
18424;-1,4047737122;1,6424512863;2,1612577438;2,2783539295
18425;-1,8530688286;2,0610589981;2,7716112137;2,3031060696
18426;-2,0831499100;2,0485899448;2,9216833115;2,3645586967
18427;-2,0383980274;1,7647736073;2,6961996555;2,4280171394
18428;-1,6002373695;1,3270534277;2,0789012909;2,4492480755
18429;-0,7156605124;0,7609938383;1,0446442366;2,3255040646
18430;0,4412956238;0,0668856055;0,4463356435;0,1504215598
18431;1,4390032291;-0,7042422295;1,6020883322;-0,4551283717
18432;1,7763260603;-1,4186885357;2,2733261585;-0,6739260554
18433;1,2024301291;-1,9117726088;2,2584757805;-1,0093538761
18434;-0,0458500758;-2,0620143414;2,0625240803;-1,5930281878
18435;-1,3133105040;-1,8528522253;2,2710890770;-2,1874070168
18436;-1,8792735338;-1,3614393473;2,3206005096;-2,5146450996
18437;-1,3993088007;-0,7088586688;1,5686126947;-2,6726968288
18438;-0,1270630360;0,0025180457;0,1270879805;3,1217780113
18439;1,2187912464;0,7017390728;1,4063746929;0,5224100947
18440;1,8865276575;1,3359829187;2,3116741180;0,6161884069
18441;1,5280228853;1,8353416920;2,3881652355;0,8765175939
18442;0,3794419467;2,1035249233;2,1374735832;1,3923316002
18443;-0,9355005622;2,0273790359;2,2328071594;2,0031175613
18444;-1,8061890602;1,5357519388;2,3708338737;2,4369406700
18445;-1,9854692221;0,6683544517;2,0949428082;2,8168842793
18446;-1,6619696617;-0,3701756001;1,7026958466;-2,9224369526
18447;-1,2662152052;-1,2458333969;1,7763450146;-2,3643078804
18448;-1,1491883993;-1,6106910706;1,9786256552;-2,1905090809
18449;-1,3706969023;-1,2775266171;1,8737353086;-2,3913621902
18450;-1,7010639906;-0,3426484466;1,7352310419;-2,9428207874
18451;-1,8209408522;0,8135641813;1,9944201708;2,7214176655
18452;-1,5356388092;1,7071031332;2,2961680889;2,3033673763
18453;-0,8765226603;2,0115516186;2,1942269802;1,9817323685
18454;-0,0335999243;1,7556039095;1,7559254169;1,5899326801
18455;0,7758290768;1,2911386490;1,5063033104;1,0297244787
18456;1,4152238369;1,0551160574;1,7652559280;0,6406451464
18457;1,8334603310;1,2584954500;2,2238225937;0,6015430689
18458;2,0126421452;1,7336924076;2,6563918591;0,7110759616
18459;1,9113743305;2,0357725620;2,7924401760;0,8169037104
18460;1,4865381718;1,7596622705;2,3035204411;0,8693370223
18461;0,7653631568;0,8373970985;1,1344666481;0,8303115964
18462;-0,1151166558;-0,3814392984;0,3984316587;-1,8638995886
18463;-0,9334520102;-1,3457583189;1,6378028393;-2,1772310734
18464;-1,4914726019;-1,6363726854;2,2140927315;-2,3099017143
18465;-1,7188396454;-1,1969584227;2,0945451260;-2,5333032608
18466;-1,6863547564;-0,3008885980;1,7129875422;-2,9650251865
18467;-1,5417633057;0,6652303338;1,6791560650;2,7342514992
18468;-1,4025603533;1,4361410141;2,0074055195;2,3443653584
18469;-1,3069024086;1,9329832792;2,3333277702;2,1653056145
18470;-1,2453119755;2,1660170555;2,4984858036;2,0925793648
18471;-1,2285765409;2,0898306370;2,4242095947;2,1022589207
18472;-1,3112620115;1,5976346731;2,0668442249;2,2580635548
18473;-1,5314612389;0,6612010598;1,6681008339;2,7340226173
18474;-1,8074592352;-0,5030152798;1,8761484623;-2,8701612949
18475;-1,9218759537;-1,4478024244;2,4061877728;-2,4959652424
18476;-1,6252484322;-1,7138462067;2,3619275093;-2,3296673298
18477;-0,8253847361;-1,1345952749;1,4030561447;-2,1997220516
18478;0,2837846875;0,0176660120;0,2843340039;0,0621712357
18479;1,2695376873;1,1510723829;1,7136783600;0,7364969254
18480;1,6808477640;1,6942291260;2,3865585327;0,7893629074
18481;1,3097430468;1,4109247923;1,9251326323;0,8225710988
18482;0,3281067014;0,4888488054;0,5887505412;0,9796739817
18483;-0,8176112175;-0,6343005896;1,0348069668;-2,4817845821
18484;-1,6612221003;-1,5535221100;2,2744426727;-2,3896839619
18485;-1,9681353569;-2,0761101246;2,8607325554;-2,3295023441
18486;-1,8121004105;-2,2019047737;2,8516824245;-2,2593870163
18487;-1,4740114212;-1,9869430065;2,4739954472;-2,2090601921
18488;-1,2330143452;-1,4528453350;1,9055403471;-2,2745289803
18489;-1,2110146284;-0,6259080172;1,3632011414;-2,6645593643
18490;-1,3477680683;0,3553718925;1,3938320875;2,8837859631
18491;-1,4926906824;1,1999417543;1,9151986837;2,4644913673
18492;-1,5296778679;1,5697927475;2,1918404102;2,3432526588
18493;-1,4440599680;1,2750579119;1,9264167547;2,4182679653
18494;-1,3136922121;0,4173349738;1,3783887625;2,8339948654
18495;-1,2484645844;-0,6606283784;1,4124778509;-2,6548957825
18496;-1,3192639351;-1,5655720234;2,0473086834;-2,2710208893
18497;-1,5146571398;-2,0572800636;2,5547187328;-2,2054343224
18498;-1,7290834188;-2,1153361797;2,7321012020;-2,2560594082
18499;-1,7916923761;-1,8510349989;2,5761389732;-2,3399052620
18500;-1,5397486687;-1,3713538647;2,0619015694;-2,4139757156
18501;-0,9075741172;-0,7215579748;1,1594552994;-2,4698832035
18502;-0,0002966457;0,0677111894;0,0677118376;1,5751773119
18503;0,9296247959;0,8820806742;1,2815102339;0,7591614127
18504;1,5920141935;1,5182342529;2,1998965740;0,7616810799
18505;1,8153033257;1,7921202183;2,5508863926;0,7789717317
18506;1,6524553299;1,6857086420;2,3605554104;0,7953593731
18507;1,3530762196;1,3940105438;1,9426994324;0,8002980351
18508;1,2023317814;1,2065635920;1,7033488750;0,7871549129
18509;1,3346830606;1,2980639935;1,8618133068;0,7714899778
18510;1,6343677044;1,5959472656;2,2843391895;0,7735050321
18511;1,8163237572;1,8115880489;2,5653233528;0,7840927839
18512;1,6126379967;1,6408329010;2,3006377220;0,7940640450
18513;0,9474221468;0,9810974598;1,3638771772;0,8028581142
18514;-0,0055099959;0,0014200927;0,0056900540;2,8893518448
18515;-0,9339417815;-0,9564087987;1,3367741108;-2,3443100452
18516;-1,5619233847;-1,5890109539;2,2281293869;-2,3475980759
18517;-1,7886403799;-1,7899476290;2,5304441452;-2,3558292389
18518;-1,6991827488;-1,6752632856;2,3861536980;-2,3632826805
18519;-1,4852914810;-1,4612891674;2,0836162567;-2,3643400669
18520;-1,3210711479;-1,3216069937;1,8686555624;-2,3559918404
18521;-1,2806466818;-1,3064692020;1,8294583559;-2,3462135792
18522;-1,3412618637;-1,3650832176;1,9137490988;-2,3473927975
18523;-1,4259288311;-1,4228516817;2,0143933296;-2,3572747707
18524;-1,4686059952;-1,4408876896;2,0574159622;-2,3657209873
18525;-1,4538944960;-1,4299579859;2,0392620564;-2,3644945621
18526;-1,4075846672;-1,4142826796;1,9953670502;-2,3538208008
18527;-1,3753293753;-1,4098290205;1,9695554972;-2,3438081741
18528;-1,3845032454;-1,4142434597;1,9791245461;-2,3455686569
18529;-1,4225983620;-1,4158993959;2,0071265697;-2,3585546017
18530;-1,4550913572;-1,4143164158;2,0291824341;-2,3704037666
18531;-1,4493044615;-1,4127112627;2,0239162445;-2,3689796925
18532;-1,4083402157;-1,4134986401;1,9953447580;-2,3543665409
18533;-1,3710834980;-1,4154729843;1,9706430435;-2,3402659893
18534;-1,3798900843;-1,4153727293;1,9767085314;-2,3435013294
18535;-1,4366599321;-1,4120366573;2,0144078732;-2,3648378849
18536;-1,4871659279;-1,4097898006;2,0491876602;-2,3828976154
18537;-1,4611406326;-1,4116781950;2,0316908360;-2,3734102249
18538;-1,3464963436;-1,4161940813;1,9541386366;-2,3309717178
18539;-1,2300547361;-1,4192144871;1,8780852556;-2,2849147320
18540;-1,2492588758;-1,4168168306;1,8889197111;-2,2934288979
18541;-1,4721162319;-1,4114258289;2,0394237041;-2,3772385120
18542;-1,7945102453;-1,4087889194;2,2814366817;-2,4760313034
18543;-1,9503216743;-1,4112539291;2,4073619843;-2,5152022839
18544;-1,6582250595;-1,4168623686;2,1811027527;-2,4345235825
18545;-0,8308746219;-1,4182374477;1,6437002420;-2,1007466316
18546;0,3080021739;-1,4156848192;1,4488024712;-1,3565707207
18547;1,2991510630;-1,4113177061;1,9182312489;-0,8267573118
18548;1,6888400316;-1,4099549055;2,2000348568;-0,6956420541
18549;1,2904489040;-1,4112854004;1,9123244286;-0,8300939202
18550;0,2966523767;-1,4157958031;1,4465408325;-1,3642538786
18551;-0,8355787992;-1,4185839891;1,6463816166;-2,1031055450
18552;-1,6523313522;-1,4164035320;2,1763267517;-2,4329247475
18553;-1,9391936064;-1,4130789042;2,3994297981;-2,5118672848
18554;-1,7889573574;-1,4100701809;2,2778644562;-2,4740834236
18555;-1,4788223505;-1,4107612371;2,0438108444;-2,3797440529
18556;-1,2633799314;-1,4141358137;1,8962881565;-2,2999494076
18557;-1,2389541864;-1,4173840284;1,8825474977;-2,2891237736
18558;-1,3370906115;-1,4177283049;1,9487854242;-2,3269312382
18559;-1,4372279644;-1,4143104553;2,0164072514;-2,3642311096
18560;-1,4696849585;-1,4108500481;2,0372705460;-2,3766167164
18561;-1,4446438551;-1,4091284275;2,0180780888;-2,3686389923
18562;-1,4107829332;-1,4128785133;1,9966305494;-2,3554522991
18563;-1,3998397589;-1,4181505442;1,9926620722;-2,3496968746
18564;-1,4067223072;-1,4199646711;1,9987914562;-2,3515098095
18565;-1,4168058634;-1,4156202078;2,0028278828;-2,3566131592
18566;-1,4242736101;-1,4085980654;2,0031733513;-2,3617279530
18567;-1,4364917278;-1,4063242674;2,0102877617;-2,3668060303
18568;-1,4454898834;-1,4111053944;2,0200643539;-2,3682308197
18569;-1,4228906631;-1,4190309048;2,0095438957;-2,3575525284
18570;-1,3518160582;-1,4225460291;1,9624077082;-2,3307058811
18571;-1,2719974518;-1,4171946049;1,9043157101;-2,3022539616
18572;-1,2813357115;-1,4083901644;1,9040441513;-2,3089926243
18573;-1,4606006145;-1,4050133228;2,0266761780;-2,3755900860
18574;-1,7537828684;-1,4112586975;2,2510898113;-2,4639959335
18575;-1,9328571558;-1,4222276211;2,3997225761;-2,5072312355
18576;-1,6964516640;-1,4268337488;2,2167098522;-2,4423060417
18577;-0,8849001527;-1,4180365801;1,6714892387;-2,1286993027
18578;0,3285871148;-1,4022046328;1,4401899576;-1,3406136036
18579;1,4381009340;-1,3953766823;2,0037989616;-0,7703209519
18580;1,8551172018;-1,4066926241;2,3281416893;-0,6487773657
18581;1,2818536758;-1,4252787828;1,9169163704;-0,8383291364
18582;-0,0382946171;-1,4343467951;1,4348578453;-1,5974882841
18583;-1,3905760050;-1,4218901396;1,9888372421;-2,3450608253
18584;-1,9783535004;-1,3977434635;2,4223065376;-2,5265052319
18585;-1,4179310799;-1,3901457787;1,9857074022;-2,3660888672
18586;-0,0027959542;-1,4129072428;1,4129099846;-1,5727752447
18587;1,4353808165;-1,4518345594;2,0416026115;-0,7910969257
18588;2,0292143822;-1,4667606354;2,5038166046;-0,6258790493
18589;1,4139518738;-1,4242432117;2,0069200993;-0,7890241742
18590;-0,0331310928;-1,3378682137;1,3382784128;-1,5955553055
18591;-1,4366276264;-1,2766280174;1,9218944311;-2,4150958061
18592;-1,9695565701;-1,3210846186;2,3715853691;-2,5507669449
18593;-1,3585802317;-1,4905352592;2,0167884827;-2,3099131584
18594;-0,0163744874;-1,7025666237;1,7026454210;-1,5804135799
18595;1,2599664927;-1,7813861370;2,1819376945;-0,9551907778
18596;1,7948592901;-1,5463798046;2,3691370487;-0,7111673355
18597;1,4010539055;-0,9249570966;1,6788381338;-0,5835030079
18598;0,3918673992;-0,0197861791;0,3923665881;-0,0504491813
18599;-0,7131396532;0,9162722826;1,1610870361;2,2321681976
18600;-1,5358525515;1,5924801826;2,2124276161;2,3380949497
18601;-1,9800651073;1,8333313465;2,6984739304;2,3946540356
18602;-2,1263318062;1,6722265482;2,7051115036;2,4751765728
18603;-2,0149285793;1,3473237753;2,4238851070;2,5522038937
18604;-1,5657273531;1,1640257835;1,9510147572;2,5023026466
18605;-0,7069652677;1,2996828556;1,4795186520;2,0689845085
18606;0,4256555438;1,6740376949;1,7273056507;1,3218040466
18607;1,4155485630;1,9578478336;2,4159772396;0,9447920918
18608;1,7608131170;1,7662328482;2,4940011501;0,7869347930
18609;1,2112847567;0,9244087934;1,5237264633;0,6518729329
18610;0,0053181406;-0,3447347879;0,3447757959;-1,5553708076
18611;-1,2224282026;-1,4811604023;1,9204599857;-2,2607855797
18612;-1,8044530153;-1,8787647486;2,6049580574;-2,3360214233
18613;-1,4449467659;-1,2635283470;1,9194726944;-2,4230763912
18614;-0,3683907390;0,0810908526;0,3772101402;2,9249260426
18615;0,8573783636;1,4180189371;1,6570682526;1,0269786119
18616;1,7008070946;1,9669487476;2,6003139019;0,8578337431
18617;1,9575452805;1,3767824173;2,3932225704;0,6129512787
18618;1,7869328260;-0,0279257558;1,7871509790;-0,0156264864
18619;1,4984357357;-1,4261252880;2,0686087608;-0,7606779933
18620;1,3118660450;-1,9879151583;2,3817639351;-0,9874786735
18621;1,2576346397;-1,3848874569;1,8707106113;-0,8335168362
18622;1,2650474310;0,0175313950;1,2651687860;0,0138574038
18623;1,2895152569;1,3846806288;1,8921390772;0,8209697008
18624;1,3633289337;1,9282093048;2,3614947796;0,9553584456
18625;1,5243436098;1,3715926409;2,0505826473;0,7327003479
18626;1,7133709192;0,0795178488;1,7152150869;0,0463768989
18627;1,7621408701;-1,2021087408;2,1331212521;-0,5986703038
18628;1,5013552904;-1,7999619246;2,3439135551;-0,8756034374
18629;0,8946335316;-1,4685561657;1,7196006775;-1,0236449242
18630;0,0753206909;-0,4518505335;0,4580852687;-1,4056212902
18631;-0,7443789244;0,7381767631;1,0483343601;2,3603777885
18632;-1,4047737122;1,6424512863;2,1612577438;2,2783539295
18633;-1,8530688286;2,0610589981;2,7716112137;2,3031060696
18634;-2,0831499100;2,0485899448;2,9216833115;2,3645586967
18635;-2,0383980274;1,7647736073;2,6961996555;2,4280171394
18636;-1,6002373695;1,3270534277;2,0789012909;2,4492480755
18637;-0,7156605124;0,7609938383;1,0446442366;2,3255040646
18638;0,4412956238;0,0668856055;0,4463356435;0,1504215598
18639;1,4390032291;-0,7042422295;1,6020883322;-0,4551283717
18640;1,7763260603;-1,4186885357;2,2733261585;-0,6739260554
18641;1,2024301291;-1,9117726088;2,2584757805;-1,0093538761
18642;-0,0458500758;-2,0620143414;2,0625240803;-1,5930281878
18643;-1,3133105040;-1,8528522253;2,2710890770;-2,1874070168
18644;-1,8792735338;-1,3614393473;2,3206005096;-2,5146450996
18645;-1,3993088007;-0,7088586688;1,5686126947;-2,6726968288
18646;-0,1270630360;0,0025180457;0,1270879805;3,1217780113
18647;1,2187912464;0,7017390728;1,4063746929;0,5224100947
18648;1,8865276575;1,3359829187;2,3116741180;0,6161884069
18649;1,5280228853;1,8353416920;2,3881652355;0,8765175939
18650;0,3794419467;2,1035249233;2,1374735832;1,3923316002
18651;-0,9355005622;2,0273790359;2,2328071594;2,0031175613
18652;-1,8061890602;1,5357519388;2,3708338737;2,4369406700
18653;-1,9854692221;0,6683544517;2,0949428082;2,8168842793
18654;-1,6619696617;-0,3701756001;1,7026958466;-2,9224369526
18655;-1,2662152052;-1,2458333969;1,7763450146;-2,3643078804
18656;-1,1491883993;-1,6106910706;1,9786256552;-2,1905090809
18657;-1,3706969023;-1,2775266171;1,8737353086;-2,3913621902
18658;-1,7010639906;-0,3426484466;1,7352310419;-2,9428207874
18659;-1,8209408522;0,8135641813;1,9944201708;2,7214176655
18660;-1,5356388092;1,7071031332;2,2961680889;2,3033673763
18661;-0,8765226603;2,0115516186;2,1942269802;1,9817323685
18662;-0,0335999243;1,7556039095;1,7559254169;1,5899326801
18663;0,7758290768;1,2911386490;1,5063033104;1,0297244787
18664;1,4152238369;1,0551160574;1,7652559280;0,6406451464
18665;1,8334603310;1,2584954500;2,2238225937;0,6015430689
18666;2,0126421452;1,7336924076;2,6563918591;0,7110759616
18667;1,9113743305;2,0357725620;2,7924401760;0,8169037104
18668;1,4865381718;1,7596622705;2,3035204411;0,8693370223
18669;0,7653631568;0,8373970985;1,1344666481;0,8303115964
18670;-0,1151166558;-0,3814392984;0,3984316587;-1,8638995886
18671;-0,9334520102;-1,3457583189;1,6378028393;-2,1772310734
18672;-1,4914726019;-1,6363726854;2,2140927315;-2,3099017143
18673;-1,7188396454;-1,1969584227;2,0945451260;-2,5333032608
18674;-1,6863547564;-0,3008885980;1,7129875422;-2,9650251865
18675;-1,5417633057;0,6652303338;1,6791560650;2,7342514992
18676;-1,4025603533;1,4361410141;2,0074055195;2,3443653584
18677;-1,3069024086;1,9329832792;2,3333277702;2,1653056145
18678;-1,2453119755;2,1660170555;2,4984858036;2,0925793648
18679;-1,2285765409;2,0898306370;2,4242095947;2,1022589207
18680;-1,3112620115;1,5976346731;2,0668442249;2,2580635548
18681;-1,5314612389;0,6612010598;1,6681008339;2,7340226173
18682;-1,8074592352;-0,5030152798;1,8761484623;-2,8701612949
18683;-1,9218759537;-1,4478024244;2,4061877728;-2,4959652424
18684;-1,6252484322;-1,7138462067;2,3619275093;-2,3296673298
18685;-0,8253847361;-1,1345952749;1,4030561447;-2,1997220516
18686;0,2837846875;0,0176660120;0,2843340039;0,0621712357
18687;1,2695376873;1,1510723829;1,7136783600;0,7364969254
18688;1,6808477640;1,6942291260;2,3865585327;0,7893629074
18689;1,3097430468;1,4109247923;1,9251326323;0,8225710988
18690;0,3281067014;0,4888488054;0,5887505412;0,9796739817
18691;-0,8176112175;-0,6343005896;1,0348069668;-2,4817845821
18692;-1,6612221003;-1,5535221100;2,2744426727;-2,3896839619
18693;-1,9681353569;-2,0761101246;2,8607325554;-2,3295023441
18694;-1,8121004105;-2,2019047737;2,8516824245;-2,2593870163
18695;-1,4740114212;-1,9869430065;2,4739954472;-2,2090601921
18696;-1,2330143452;-1,4528453350;1,9055403471;-2,2745289803
18697;-1,2110146284;-0,6259080172;1,3632011414;-2,6645593643
18698;-1,3477680683;0,3553718925;1,3938320875;2,8837859631
18699;-1,4926906824;1,1999417543;1,9151986837;2,4644913673
18700;-1,5296778679;1,5697927475;2,1918404102;2,3432526588
18701;-1,4440599680;1,2750579119;1,9264167547;2,4182679653
18702;-1,3136922121;0,4173349738;1,3783887625;2,8339948654
18703;-1,2484645844;-0,6606283784;1,4124778509;-2,6548957825
18704;-1,3192639351;-1,5655720234;2,0473086834;-2,2710208893
18705;-1,5146571398;-2,0572800636;2,5547187328;-2,2054343224
18706;-1,7290834188;-2,1153361797;2,7321012020;-2,2560594082
18707;-1,7916923761;-1,8510349989;2,5761389732;-2,3399052620
18708;-1,5397486687;-1,3713538647;2,0619015694;-2,4139757156
18709;-0,9075741172;-0,7215579748;1,1594552994;-2,4698832035
18710;-0,0002966457;0,0677111894;0,0677118376;1,5751773119
18711;0,9296247959;0,8820806742;1,2815102339;0,7591614127
18712;1,5920141935;1,5182342529;2,1998965740;0,7616810799
18713;1,8153033257;1,7921202183;2,5508863926;0,7789717317
18714;1,6524553299;1,6857086420;2,3605554104;0,7953593731
18715;1,3530762196;1,3940105438;1,9426994324;0,8002980351
18716;1,2023317814;1,2065635920;1,7033488750;0,7871549129
18717;1,3346830606;1,2980639935;1,8618133068;0,7714899778
18718;1,6343677044;1,5959472656;2,2843391895;0,7735050321
18719;1,8163237572;1,8115880489;2,5653233528;0,7840927839
18720;1,6126379967;1,6408329010;2,3006377220;0,7940640450
18721;0,9474221468;0,9810974598;1,3638771772;0,8028581142
18722;-0,0055099959;0,0014200927;0,0056900540;2,8893518448
18723;-0,9339417815;-0,9564087987;1,3367741108;-2,3443100452
18724;-1,5619233847;-1,5890109539;2,2281293869;-2,3475980759
18725;-1,7886403799;-1,7899476290;2,5304441452;-2,3558292389
18726;-1,6991827488;-1,6752632856;2,3861536980;-2,3632826805
18727;-1,4852914810;-1,4612891674;2,0836162567;-2,3643400669
18728;-1,3210711479;-1,3216069937;1,8686555624;-2,3559918404
18729;-1,2806466818;-1,3064692020;1,8294583559;-2,3462135792
18730;-1,3412618637;-1,3650832176;1,9137490988;-2,3473927975
18731;-1,4259288311;-1,4228516817;2,0143933296;-2,3572747707
18732;-1,4686059952;-1,4408876896;2,0574159622;-2,3657209873
18733;-1,4538944960;-1,4299579859;2,0392620564;-2,3644945621
18734;-1,4075846672;-1,4142826796;1,9953670502;-2,3538208008
18735;-1,3753293753;-1,4098290205;1,9695554972;-2,3438081741
18736;-1,3845032454;-1,4142434597;1,9791245461;-2,3455686569
18737;-1,4225983620;-1,4158993959;2,0071265697;-2,3585546017
18738;-1,4550913572;-1,4143164158;2,0291824341;-2,3704037666
18739;-1,4493044615;-1,4127112627;2,0239162445;-2,3689796925
18740;-1,4083402157;-1,4134986401;1,9953447580;-2,3543665409
18741;-1,3710834980;-1,4154729843;1,9706430435;-2,3402659893
18742;-1,3798900843;-1,4153727293;1,9767085314;-2,3435013294
18743;-1,4366599321;-1,4120366573;2,0144078732;-2,3648378849
18744;-1,4871659279;-1,4097898006;2,0491876602;-2,3828976154
18745;-1,4611406326;-1,4116781950;2,0316908360;-2,3734102249
18746;-1,3464963436;-1,4161940813;1,9541386366;-2,3309717178
18747;-1,2300547361;-1,4192144871;1,8780852556;-2,2849147320
18748;-1,2492588758;-1,4168168306;1,8889197111;-2,2934288979
18749;-1,4721162319;-1,4114258289;2,0394237041;-2,3772385120
